,Method,YY_MM,Quantity of Units Issued,Quantity of Units,Rolling_Issuance,Rolling_Retirement,Balance,Retirement_Ratio
865,Fugitive Emiss.,19_05,0.0,2540.0,8592320.0,3987311.0,4605009.0,0.46405522606234406
866,Fugitive Emiss.,19_06,0.0,519.0,8592320.0,3987830.0,4604490.0,0.46411562884063906
867,Fugitive Emiss.,19_07,36829.0,5142.0,8629149.0,3992972.0,4636177.0,0.46273068178565463
868,Fugitive Emiss.,19_08,0.0,1016.0,8629149.0,3993988.0,4635161.0,0.462848422248822
869,Fugitive Emiss.,19_09,0.0,404.0,8629149.0,3994392.0,4634757.0,0.46289524030701057
870,Fugitive Emiss.,19_10,0.0,21276.0,8629149.0,4015668.0,4613481.0,0.46536083685656604
871,Fugitive Emiss.,19_11,0.0,101000.0,8629149.0,4116668.0,4512481.0,0.47706535140371314
872,Fugitive Emiss.,19_12,0.0,23322.0,8629149.0,4139990.0,4489159.0,0.47976805128756034
873,Fugitive Emiss.,20_01,0.0,19701.0,8629149.0,4159691.0,4469458.0,0.4820511269419499
874,Fugitive Emiss.,20_02,0.0,3665.0,8629149.0,4163356.0,4465793.0,0.4824758501678439
875,Fugitive Emiss.,20_03,0.0,19106.0,8629149.0,4182462.0,4446687.0,0.4846899734840597
876,Fugitive Emiss.,20_04,0.0,24129.0,8629149.0,4206591.0,4422558.0,0.4874861935980014
877,Fugitive Emiss.,20_05,0.0,200.0,8629149.0,4206791.0,4422358.0,0.4875093708545304
878,Fugitive Emiss.,20_06,0.0,1245.0,8629149.0,4208036.0,4421113.0,0.4876536492764234
879,Fugitive Emiss.,20_07,0.0,24294.0,8629149.0,4232330.0,4396819.0,0.49046899062700156
880,Fugitive Emiss.,20_08,0.0,4780.0,8629149.0,4237110.0,4392039.0,0.4910229270580448
881,Fugitive Emiss.,20_10,0.0,4255.0,8629149.0,4241365.0,4387784.0,0.4915160231906993
882,Fugitive Emiss.,20_11,0.0,39815.0,8629149.0,4281180.0,4347969.0,0.49613003553421087
883,Fugitive Emiss.,20_12,0.0,34528.0,8629149.0,4315708.0,4313441.0,0.5001313571013781
884,Fugitive Emiss.,21_01,0.0,5293.0,8629149.0,4321001.0,4308148.0,0.5007447431954182
885,Fugitive Emiss.,21_02,0.0,68088.0,8629149.0,4389089.0,4240060.0,0.5086352084081525
886,Fugitive Emiss.,21_03,10000.0,11088.0,8639149.0,4400177.0,4238972.0,0.5093299120086944
887,Fugitive Emiss.,21_04,990000.0,3500.0,9629149.0,4403677.0,5225472.0,0.45732774516211144
888,Fugitive Emiss.,21_05,2620338.0,1237261.0,12249487.0,5640938.0,6608549.0,0.4605040194744482
889,Fugitive Emiss.,21_06,423657.0,387.0,12673144.0,5641325.0,7031819.0,0.4451401325511649
890,Fugitive Emiss.,21_07,224553.0,6236.0,12897697.0,5647561.0,7250136.0,0.4378735986742439
891,Fugitive Emiss.,21_08,0.0,16941.0,12897697.0,5664502.0,7233195.0,0.43918708898185466
892,Fugitive Emiss.,21_09,0.0,1404.0,12897697.0,5665906.0,7231791.0,0.4392959456250213
893,Fugitive Emiss.,21_10,0.0,100935.0,12897697.0,5766841.0,7130856.0,0.44712176135010767
894,Fugitive Emiss.,21_11,0.0,133699.0,12897697.0,5900540.0,6997157.0,0.4574878755486348
895,Fugitive Emiss.,21_12,1500001.0,746425.0,14397698.0,6646965.0,7750733.0,0.46166859452115194
896,Fugitive Emiss.,22_01,0.0,21.0,14397698.0,6646986.0,7750712.0,0.4616700530876533
897,Fugitive Emiss.,22_02,1500000.0,476.0,15897698.0,6647462.0,9250236.0,0.4181399093126565
898,Fugitive Emiss.,22_03,0.0,627620.0,15897698.0,7275082.0,8622616.0,0.45761858100462094
899,Fugitive Emiss.,22_04,484655.0,481133.0,16382353.0,7756215.0,8626138.0,0.4734493878870758
900,Fugitive Emiss.,22_05,581848.0,197.0,16964201.0,7756412.0,9207789.0,0.4572223590135486
901,Fugitive Emiss.,22_06,0.0,5315.0,16964201.0,7761727.0,9202474.0,0.4575356658412618
902,Fugitive Emiss.,22_07,0.0,4676.0,16964201.0,7766403.0,9197798.0,0.45781130511245416
903,Fugitive Emiss.,22_08,1025000.0,57048.0,17989201.0,7823451.0,10165750.0,0.4348970807541702
904,Fugitive Emiss.,22_09,491883.0,501099.0,18481084.0,8324550.0,10156534.0,0.45043624064475873
905,Fugitive Emiss.,22_10,0.0,428.0,18481084.0,8324978.0,10156106.0,0.45045939945946895
906,Fugitive Emiss.,22_11,320000.0,137.0,18801084.0,8325115.0,10475969.0,0.44279973431319175
907,Fugitive Emiss.,22_12,13045357.0,38746.0,31846441.0,8363861.0,23482580.0,0.2626309483059661
908,Fugitive Emiss.,23_01,0.0,32587.0,31846441.0,8396448.0,23449993.0,0.26365420236440235
909,Fugitive Emiss.,23_02,10000.0,4330.0,31856441.0,8400778.0,23455663.0,0.26370736140926726
910,Fugitive Emiss.,23_03,0.0,57674.0,31856441.0,8458452.0,23397989.0,0.26551779591449026
911,Fugitive Emiss.,23_04,100.0,122884.0,31856541.0,8581336.0,23275205.0,0.26937438060208735
912,Fugitive Emiss.,23_05,0.0,449023.0,31856541.0,9030359.0,22826182.0,0.2834695392698159
913,Fugitive Emiss.,23_06,1026861.0,40167.0,32883402.0,9070526.0,23812876.0,0.27583903879531685
914,Fugitive Emiss.,23_07,384590.0,39963.0,33267992.0,9110489.0,24157503.0,0.2738514846342394
915,Fugitive Emiss.,23_08,0.0,22.0,33267992.0,9110511.0,24157481.0,0.27385214593053886
916,Hydro,09_04,67898.0,8984.0,67898.0,8984.0,58914.0,0.13231612124068456
917,Hydro,09_05,278142.0,0.0,346040.0,8984.0,337056.0,0.025962316495202867
918,Hydro,09_06,409641.0,8046.0,755681.0,17030.0,738651.0,0.02253596424946505
919,Hydro,09_07,302493.0,30985.0,1058174.0,48015.0,1010159.0,0.045375335247322277
920,Hydro,09_08,170949.0,1622.0,1229123.0,49637.0,1179486.0,0.04038407872930537
921,Hydro,09_09,287460.0,0.0,1516583.0,49637.0,1466946.0,0.032729497825044855
922,Hydro,09_10,71122.0,16024.0,1587705.0,65661.0,1522044.0,0.04135591939308625
923,Hydro,09_11,599902.0,52528.0,2187607.0,118189.0,2069418.0,0.0540266144696008
924,Hydro,09_12,95215.0,261121.0,2282822.0,379310.0,1903512.0,0.16615837765712788
925,Hydro,10_01,1063451.0,2876.0,3346273.0,382186.0,2964087.0,0.11421243873407819
926,Hydro,10_02,98258.0,32234.0,3444531.0,414420.0,3030111.0,0.12031246053526591
927,Hydro,10_03,188527.0,21831.0,3633058.0,436251.0,3196807.0,0.12007818207141202
928,Hydro,10_04,94112.0,113290.0,3727170.0,549541.0,3177629.0,0.14744189291070706
929,Hydro,10_05,318275.0,25558.0,4045445.0,575099.0,3470346.0,0.14215963880364213
930,Hydro,10_06,323045.0,69340.0,4368490.0,644439.0,3724051.0,0.14751985239751036
931,Hydro,10_07,271458.0,10621.0,4639948.0,655060.0,3984888.0,0.14117830630860517
932,Hydro,10_08,114941.0,41947.0,4754889.0,697007.0,4057882.0,0.1465874387393691
933,Hydro,10_09,66974.0,28225.0,4821863.0,725232.0,4096631.0,0.15040493684702366
934,Hydro,10_10,50000.0,99311.0,4871863.0,824543.0,4047320.0,0.169245933229239
935,Hydro,10_11,597067.0,106745.0,5468930.0,931288.0,4537642.0,0.17028705798026306
936,Hydro,10_12,1237640.0,101694.0,6706570.0,1032982.0,5673588.0,0.15402538108153646
937,Hydro,11_01,364453.0,49406.0,7071023.0,1082388.0,5988635.0,0.15307374901764567
938,Hydro,11_02,101707.0,43261.0,7172730.0,1125649.0,6047081.0,0.1569345284152617
939,Hydro,11_03,175778.0,183675.0,7348508.0,1309324.0,6039184.0,0.1781754881399054
940,Hydro,11_04,48111.0,179329.0,7396619.0,1488653.0,5907966.0,0.2012612789708379
941,Hydro,11_05,151851.0,40596.0,7548470.0,1529249.0,6019221.0,0.2025905912059
942,Hydro,11_06,255878.0,44853.0,7804348.0,1574102.0,6230246.0,0.20169551639675729
943,Hydro,11_07,241369.0,25099.0,8045717.0,1599201.0,6446516.0,0.19876426178052248
944,Hydro,11_08,170300.0,37764.0,8216017.0,1636965.0,6579052.0,0.19924070264216834
945,Hydro,11_09,760338.0,128673.0,8976355.0,1765638.0,7210717.0,0.19669877138326192
946,Hydro,11_10,364343.0,10627.0,9340698.0,1776265.0,7564433.0,0.19016405412100895
947,Hydro,11_11,1627770.0,84062.0,10968468.0,1860327.0,9108141.0,0.16960682202838173
948,Hydro,11_12,506982.0,107280.0,11475450.0,1967607.0,9507843.0,0.17146229559625112
949,Hydro,12_01,1481507.0,116216.0,12956957.0,2083823.0,10873134.0,0.16082657370862619
950,Hydro,12_02,480260.0,12352.0,13437217.0,2096175.0,11341042.0,0.15599770398885424
951,Hydro,12_03,1046417.0,114559.0,14483634.0,2210734.0,12272900.0,0.1526366932497742
952,Hydro,12_04,201607.0,119129.0,14685241.0,2329863.0,12355378.0,0.1586533717764659
953,Hydro,12_05,878727.0,361635.0,15563968.0,2691498.0,12872470.0,0.17293135015440791
954,Hydro,12_06,528514.0,63830.0,16092482.0,2755328.0,13337154.0,0.17121833661209004
955,Hydro,12_07,2475622.0,28660.0,18568104.0,2783988.0,15784116.0,0.14993388662622742
956,Hydro,12_08,1269702.0,318223.0,19837806.0,3102211.0,16735595.0,0.15637873462418173
957,Hydro,12_09,684272.0,123526.0,20522078.0,3225737.0,17296341.0,0.15718374133457635
958,Hydro,12_10,1152435.0,119581.0,21674513.0,3345318.0,18329195.0,0.154343398626765
959,Hydro,12_11,616411.0,147709.0,22290924.0,3493027.0,18797897.0,0.156701758975985
960,Hydro,12_12,657705.0,65907.0,22948629.0,3558934.0,19389695.0,0.1550826413203159
961,Hydro,13_01,1458603.0,226711.0,24407232.0,3785645.0,20621587.0,0.15510341361117885
962,Hydro,13_02,337071.0,65221.0,24744303.0,3850866.0,20893437.0,0.1556263678148461
963,Hydro,13_03,420986.0,283109.0,25165289.0,4133975.0,21031314.0,0.1642728998661609
964,Hydro,13_04,301002.0,248472.0,25466291.0,4382447.0,21083844.0,0.17208815370875954
965,Hydro,13_05,1345998.0,222849.0,26812289.0,4605296.0,22206993.0,0.17176064303946598
966,Hydro,13_06,268306.0,281225.0,27080595.0,4886521.0,22194074.0,0.18044363500875812
967,Hydro,13_07,890450.0,529434.0,27971045.0,5415955.0,22555090.0,0.19362719555168567
968,Hydro,13_08,94489.0,9708.0,28065534.0,5425663.0,22639871.0,0.1933212102787711
969,Hydro,13_09,229955.0,135317.0,28295489.0,5560980.0,22734509.0,0.196532387194298
970,Hydro,13_10,132770.0,53461.0,28428259.0,5614441.0,22813818.0,0.1974950699583819
971,Hydro,13_11,85458.0,1033461.0,28513717.0,6647902.0,21865815.0,0.23314750581272867
972,Hydro,13_12,232849.0,475151.0,28746566.0,7123053.0,21623513.0,0.24778796187342864
973,Hydro,14_01,203080.0,75408.0,28949646.0,7198461.0,21751185.0,0.24865454313327354
974,Hydro,14_02,544544.0,92531.0,29494190.0,7290992.0,22203198.0,0.24720095720546995
975,Hydro,14_03,311562.0,148922.0,29805752.0,7439914.0,22365838.0,0.24961336321928734
976,Hydro,14_04,224624.0,817055.0,30030376.0,8256969.0,21773407.0,0.27495390001110875
977,Hydro,14_05,242448.0,264871.0,30272824.0,8521840.0,21750984.0,0.2815013227705483
978,Hydro,14_06,100000.0,454300.0,30372824.0,8976140.0,21396684.0,0.29553195316971514
979,Hydro,14_07,108573.0,348938.0,30481397.0,9325078.0,21156319.0,0.3059268576174511
980,Hydro,14_08,11300.0,56342.0,30492697.0,9381420.0,21111277.0,0.30766120819027587
981,Hydro,14_09,216516.0,51828.0,30709213.0,9433248.0,21275965.0,0.3071797378851747
982,Hydro,14_10,304842.0,91508.0,31014055.0,9524756.0,21489299.0,0.3071109534048353
983,Hydro,14_11,155291.0,45186.0,31169346.0,9569942.0,21599404.0,0.3070305677892632
984,Hydro,14_12,73725.0,500790.0,31243071.0,10070732.0,21172339.0,0.3223348946715257
985,Hydro,15_01,10136.0,78084.0,31253207.0,10148816.0,21104391.0,0.32472878703295954
986,Hydro,15_02,5000.0,220224.0,31258207.0,10369040.0,20889167.0,0.33172216179897973
987,Hydro,15_03,31199.0,135605.0,31289406.0,10504645.0,20784761.0,0.33572529309121435
988,Hydro,15_04,35000.0,377502.0,31324406.0,10882147.0,20442259.0,0.34740154370365395
989,Hydro,15_05,39100.0,87077.0,31363506.0,10969224.0,20394282.0,0.3497448276350227
990,Hydro,15_06,59452.0,1106530.0,31422958.0,12075754.0,19347204.0,0.3842971753327615
991,Hydro,15_07,246452.0,515154.0,31669410.0,12590908.0,19078502.0,0.3975731786604171
992,Hydro,15_08,27671.0,743308.0,31697081.0,13334216.0,18362865.0,0.420676465444878
993,Hydro,15_09,208738.0,374449.0,31905819.0,13708665.0,18197154.0,0.42966033876140275
994,Hydro,15_10,23844.0,108205.0,31929663.0,13816870.0,18112793.0,0.4327283379094856
995,Hydro,15_11,872439.0,135103.0,32802102.0,13951973.0,18850129.0,0.42533777256103894
996,Hydro,15_12,209047.0,699848.0,33011149.0,14651821.0,18359328.0,0.44384462352401005
997,Hydro,16_01,13092.0,75336.0,33024241.0,14727157.0,18297084.0,0.44594990086221814
998,Hydro,16_02,24800.0,71837.0,33049041.0,14798994.0,18250047.0,0.44778890861008647
999,Hydro,16_03,30000.0,271558.0,33079041.0,15070552.0,18008489.0,0.45559216786242385
1000,Hydro,16_04,150335.0,639242.0,33229376.0,15709794.0,17519582.0,0.47276825180226073
1001,Hydro,16_05,355837.0,506999.0,33585213.0,16216793.0,17368420.0,0.4828551481867928
1002,Hydro,16_06,65000.0,195938.0,33650213.0,16412731.0,17237482.0,0.4877452335888632
1003,Hydro,16_07,44632.0,127244.0,33694845.0,16539975.0,17154870.0,0.4908755330377688
1004,Hydro,16_08,14012.0,138347.0,33708857.0,16678322.0,17030535.0,0.4947756608893621
1005,Hydro,16_09,0.0,96289.0,33708857.0,16774611.0,16934246.0,0.4976321505057261
1006,Hydro,16_10,5250.0,194496.0,33714107.0,16969107.0,16745000.0,0.503323638380812
1007,Hydro,16_11,197061.0,91335.0,33911168.0,17060442.0,16850726.0,0.5030921376698083
1008,Hydro,16_12,230000.0,1390862.0,34141168.0,18451304.0,15689864.0,0.5404414986622602
1009,Hydro,17_01,160000.0,59968.0,34301168.0,18511272.0,15789896.0,0.5396688532588745
1010,Hydro,17_02,70000.0,29569.0,34371168.0,18540841.0,15830327.0,0.5394300537008228
1011,Hydro,17_03,91147.0,452200.0,34462315.0,18993041.0,15469274.0,0.551124931682622
1012,Hydro,17_04,155672.0,150836.0,34617987.0,19143877.0,15474110.0,0.5530037607328236
1013,Hydro,17_05,53186.0,107984.0,34671173.0,19251861.0,15419312.0,0.5552699644745218
1014,Hydro,17_06,978298.0,1079366.0,35649471.0,20331227.0,15318244.0,0.5703093602707316
1015,Hydro,17_07,179693.0,240780.0,35829164.0,20572007.0,15257157.0,0.5741693275344074
1016,Hydro,17_08,122692.0,242633.0,35951856.0,20814640.0,15137216.0,0.5789587052195581
1017,Hydro,17_09,718223.0,1041412.0,36670079.0,21856052.0,14814027.0,0.5960186777890497
1018,Hydro,17_10,60000.0,684172.0,36730079.0,22540224.0,14189855.0,0.6136720805855059
1019,Hydro,17_11,630398.0,1488639.0,37360477.0,24028863.0,13331614.0,0.6431626394919958
1020,Hydro,17_12,9008.0,388764.0,37369485.0,24417627.0,12951858.0,0.6534108511262599
1021,Hydro,18_01,75000.0,570113.0,37444485.0,24987740.0,12456745.0,0.6673276451792567
1022,Hydro,18_02,0.0,93181.0,37444485.0,25080921.0,12363564.0,0.6698161558371012
1023,Hydro,18_03,313860.0,182955.0,37758345.0,25263876.0,12494469.0,0.6690938387262472
1024,Hydro,18_04,229739.0,159464.0,37988084.0,25423340.0,12564744.0,0.6692451243395166
1025,Hydro,18_05,78363.0,300182.0,38066447.0,25723522.0,12342925.0,0.6757531639346325
1026,Hydro,18_06,673885.0,338234.0,38740332.0,26061756.0,12678576.0,0.6727292889487886
1027,Hydro,18_07,589113.0,546849.0,39329445.0,26608605.0,12720840.0,0.6765568392841547
1028,Hydro,18_08,25000.0,350441.0,39354445.0,26959046.0,12395399.0,0.6850317924696944
1029,Hydro,18_09,166965.0,273039.0,39521410.0,27232085.0,12289325.0,0.6890463928285959
1030,Hydro,18_10,741637.0,464408.0,40263047.0,27696493.0,12566554.0,0.6878886488645531
1031,Hydro,18_11,155994.0,574591.0,40419041.0,28271084.0,12147957.0,0.6994496480012972
1032,Hydro,18_12,686195.0,523933.0,41105236.0,28795017.0,12310219.0,0.7005194423406302
1033,Hydro,19_01,1511000.0,616520.0,42616236.0,29411537.0,13204699.0,0.6901486325540341
1034,Hydro,19_02,80000.0,248525.0,42696236.0,29660062.0,13036174.0,0.6946762707607294
1035,Hydro,19_03,59152.0,373851.0,42755388.0,30033913.0,12721475.0,0.7024591380155408
1036,Hydro,19_04,682310.0,1104746.0,43437698.0,31138659.0,12299039.0,0.7168579467539924
1037,Hydro,19_05,101918.0,474959.0,43539616.0,31613618.0,11925998.0,0.7260885810292861
1038,Hydro,19_06,150559.0,329675.0,43690175.0,31943293.0,11746882.0,0.7311321824643642
1039,Hydro,19_07,350070.0,310677.0,44040245.0,32253970.0,11786275.0,0.7323748993676125
1040,Hydro,19_08,410918.0,274527.0,44451163.0,32528497.0,11922666.0,0.7317805610620357
1041,Hydro,19_09,742000.0,381377.0,45193163.0,32909874.0,12283289.0,0.7282047065393498
1042,Hydro,19_10,388844.0,499177.0,45582007.0,33409051.0,12172956.0,0.7329438346143907
1043,Hydro,19_11,407941.0,307649.0,45989948.0,33716700.0,12273248.0,0.7331319443979367
1044,Hydro,19_12,1591542.0,2111205.0,47581490.0,35827905.0,11753585.0,0.752979887767281
1045,Hydro,20_01,2327214.0,1405298.0,49908704.0,37233203.0,12675501.0,0.7460262442398825
1046,Hydro,20_02,1862325.0,651046.0,51771029.0,37884249.0,13886780.0,0.731765424249149
1047,Hydro,20_03,3151517.0,600950.0,54922546.0,38485199.0,16437347.0,0.7007176797667027
1048,Hydro,20_04,138306.0,546219.0,55060852.0,39031418.0,16029434.0,0.7088778430090402
1049,Hydro,20_05,159313.0,396842.0,55220165.0,39428260.0,15791905.0,0.7140192355455657
1050,Hydro,20_06,1653126.0,498842.0,56873291.0,39927102.0,16946189.0,0.702036075246639
1051,Hydro,20_07,2877890.0,1919319.0,59751181.0,41846421.0,17904760.0,0.7003446676643931
1052,Hydro,20_08,72876.0,200681.0,59824057.0,42047102.0,17776955.0,0.7028460473685361
1053,Hydro,20_09,992313.0,882659.0,60816370.0,42929761.0,17886609.0,0.7058915387419539
1054,Hydro,20_10,1528426.0,433005.0,62344796.0,43362766.0,18982030.0,0.6955314441962406
1055,Hydro,20_11,1237398.0,429438.0,63582194.0,43792204.0,19789990.0,0.6887494948664401
1056,Hydro,20_12,8842876.0,1357048.0,72425070.0,45149252.0,27275818.0,0.6233925904386423
1057,Hydro,21_01,1537260.0,842389.0,73962330.0,45991641.0,27970689.0,0.6218252048035804
1058,Hydro,21_02,1961921.0,1433474.0,75924251.0,47425115.0,28499136.0,0.624637245351291
1059,Hydro,21_03,4845932.0,1299494.0,80770183.0,48724609.0,32045574.0,0.6032499517798542
1060,Hydro,21_04,8727081.0,861374.0,89497264.0,49585983.0,39911281.0,0.5540502668327381
1061,Hydro,21_05,3827647.0,710219.0,93324911.0,50296202.0,43028709.0,0.5389365118173003
1062,Hydro,21_06,2338432.0,938815.0,95663343.0,51235017.0,44428326.0,0.5355762760663716
1063,Hydro,21_07,2740378.0,1232427.0,98403721.0,52467444.0,45936277.0,0.5331855692733408
1064,Hydro,21_08,3380855.0,672213.0,101784576.0,53139657.0,48644919.0,0.5220796616571847
1065,Hydro,21_09,4508834.0,1197649.0,106293410.0,54337306.0,51956104.0,0.5112010801045898
1066,Hydro,21_10,4150947.0,5238714.0,110444357.0,59576020.0,50868337.0,0.5394211313123042
1067,Hydro,21_11,4113058.0,3288471.0,114557415.0,62864491.0,51692924.0,0.5487596852634986
1068,Hydro,21_12,6089454.0,2251433.0,120646869.0,65115924.0,55530945.0,0.5397232811735877
1069,Hydro,22_01,3010854.0,5466592.0,123657723.0,70582516.0,53075207.0,0.5707893877360171
1070,Hydro,22_02,940868.0,1908866.0,124598591.0,72491382.0,52107209.0,0.5817993720330272
1071,Hydro,22_03,2741624.0,2862080.0,127340215.0,75353462.0,51986753.0,0.5917491343956032
1072,Hydro,22_04,1419565.0,1140748.0,128759780.0,76494210.0,52265570.0,0.5940846590449285
1073,Hydro,22_05,2785466.0,1072748.0,131545246.0,77566958.0,53978288.0,0.5896599106287733
1074,Hydro,22_06,5437557.0,757212.0,136982803.0,78324170.0,58658633.0,0.5717810432014594
1075,Hydro,22_07,5321647.0,1439571.0,142304450.0,79763741.0,62540709.0,0.5605147344303006
1076,Hydro,22_08,1828233.0,486005.0,144132683.0,80249746.0,63882937.0,0.5567768831445398
1077,Hydro,22_09,642684.0,784659.0,144775367.0,81034405.0,63740962.0,0.5597250877630309
1078,Hydro,22_10,851089.0,739075.0,145626456.0,81773480.0,63852976.0,0.5615290122833175
1079,Hydro,22_11,450388.0,407660.0,146076844.0,82181140.0,63895704.0,0.5625884140815638
1080,Hydro,22_12,2291908.0,921076.0,148368752.0,83102216.0,65266536.0,0.5601059177204645
1081,Hydro,23_01,5204986.0,448658.0,153573738.0,83550874.0,70022864.0,0.544044021380791
1082,Hydro,23_02,325319.0,1415270.0,153899057.0,84966144.0,68932913.0,0.5520900885052207
1083,Hydro,23_03,622594.0,874175.0,154521651.0,85840319.0,68681332.0,0.555522921509556
1084,Hydro,23_04,293633.0,2096060.0,154815284.0,87936379.0,66878905.0,0.5680083821698121
1085,Hydro,23_05,5407899.0,1101414.0,160223183.0,89037793.0,71185390.0,0.5557110483818063
1086,Hydro,23_06,997690.0,1120145.0,161220873.0,90157938.0,71062935.0,0.5592200086895697
1087,Hydro,23_07,1095561.0,599443.0,162316434.0,90757381.0,71559053.0,0.5591385835891393
1088,Hydro,23_08,250.0,207683.0,162316684.0,90965064.0,71351620.0,0.560417215028863
1089,Hydro,23_11,0.0,19606.0,162316684.0,90984670.0,71332014.0,0.5605380035979542
1090,IFM,11_05,849016.0,0.0,849016.0,0.0,849016.0,0.0
1091,IFM,11_07,0.0,100.0,849016.0,100.0,848916.0,0.00011778341044220604
1092,IFM,11_08,0.0,1.0,849016.0,101.0,848915.0,0.0001189612445466281
1093,IFM,11_09,605302.0,3977.0,1454318.0,4078.0,1450240.0,0.0028040634854275335
1094,IFM,11_11,0.0,403150.0,1454318.0,407228.0,1047090.0,0.2800130370386669
1095,IFM,11_12,0.0,15124.0,1454318.0,422352.0,1031966.0,0.2904124132411206
1096,IFM,12_01,0.0,16727.0,1454318.0,439079.0,1015239.0,0.30191402430555075
1097,IFM,12_02,0.0,2441.0,1454318.0,441520.0,1012798.0,0.3035924742731645
1098,IFM,12_03,0.0,3393.0,1454318.0,444913.0,1009405.0,0.30592552660422273
1099,IFM,12_04,0.0,3450.0,1454318.0,448363.0,1005955.0,0.3082977725641847
1100,IFM,12_05,0.0,13317.0,1454318.0,461680.0,992638.0,0.317454641969638
1101,IFM,12_06,0.0,92671.0,1454318.0,554351.0,899967.0,0.3811759188843155
1102,IFM,12_07,0.0,26067.0,1454318.0,580418.0,873900.0,0.39909978422875875
1103,IFM,12_08,0.0,9959.0,1454318.0,590377.0,863941.0,0.40594766756651574
1104,IFM,12_09,0.0,23543.0,1454318.0,613920.0,840398.0,0.42213601151880126
1105,IFM,12_10,0.0,34544.0,1454318.0,648464.0,805854.0,0.44588872584950473
1106,IFM,12_11,0.0,2239.0,1454318.0,650703.0,803615.0,0.44742827909714383
1107,IFM,12_12,0.0,83288.0,1454318.0,733991.0,720327.0,0.5046977346082494
1108,IFM,13_01,144582.0,10188.0,1598900.0,744179.0,854721.0,0.4654318594033398
1109,IFM,13_02,0.0,3114.0,1598900.0,747293.0,851607.0,0.4673794483707549
1110,IFM,13_03,0.0,2312.0,1598900.0,749605.0,849295.0,0.46882544249171304
1111,IFM,13_04,0.0,95495.0,1598900.0,845100.0,753800.0,0.5285508787291263
1112,IFM,13_05,22027.0,1032.0,1620927.0,846132.0,774795.0,0.5220050008421108
1113,IFM,13_06,170237.0,14724.0,1791164.0,860856.0,930308.0,0.48061260722077936
1114,IFM,13_07,0.0,170399.0,1791164.0,1031255.0,759909.0,0.575745716193492
